Id,Title,Tags,Acceptance,Difficulty,Frequency,Link
380,Insert Delete GetRandom O(1),"Array, Hash Table, Design",49.2%,Medium,57.8059,https://leetcode.com/problems/insert-delete-getrandom-o1
1323,Maximum 69 Number,Math,77.9%,Easy,42.1941,https://leetcode.com/problems/maximum-69-number
1775,Equal Sum Arrays With Minimum Number of Operations,Greedy,50.6%,Medium,100.0,https://leetcode.com/problems/equal-sum-arrays-with-minimum-number-of-operations
